Model	annotator_1	annotator_2	V	Chambre	Emplacement	Rapport qualité-prix	Ambiance	Personnel
Ministral-8B-Instruct-2410	annotator_1@mail.com	annotator_12@mail.com	full	0.7799312066006985	0.8905827202928854	0.5279791194983666	0.5505182032768074	0.9000873017747265
Ministral-8B-Instruct-2410	annotator_1@mail.com	annotator_11@mail.com	sample	0.8656901408394736	0.9134055684226063	0.7662885476426036	0.826224525465276	0.9285757605791252
Ministral-8B-Instruct-2410	annotator_1@mail.com	annotator_11@mail.com	full	0.8111470336032446	0.9058632383164639	0.6319963994668159	0.7586831826351296	0.898787293743132
Ministral-8B-Instruct-2410	annotator_1@mail.com	annotator_2@mail.com	sample	0.8347744977214376	0.9103166575853305	0.6832461570395378	0.7955918467286788	0.8937599161167828
Ministral-8B-Instruct-2410	annotator_1@mail.com	annotator_2@mail.com	full	0.784828535256275	0.8958408478145282	0.6434475697191577	0.7480719670344181	0.8812649657394453
Ministral-8B-Instruct-2410	annotator_7@mail.com	annotator_5@mail.com	sample	0.8206563662999924	0.907170151412575	0.7063328802979071	0.7742672708066124	0.9073872736529784
Ministral-8B-Instruct-2410	annotator_7@mail.com	annotator_5@mail.com	full	0.7152677989218917	0.8667471449316655	0.47994605070032076	0.4272722280116644	0.8713318748052177
Ministral-8B-Instruct-2410	annotator_7@mail.com	annotator_6@mail.com	sample	0.7887164744725453	0.9059462562464617	0.6868985984748716	0.7748018063790878	0.8818580513721217
Ministral-8B-Instruct-2410	annotator_7@mail.com	annotator_6@mail.com	full	0.7323877748936884	0.8925442250290045	0.5043514448884919	0.44254736610426376	0.8760274863036779
Ministral-8B-Instruct-2410	annotator_7@mail.com	annotator_9@mail.com	sample	0.8422815795399674	0.9002497212260542	0.7643913042786769	0.8054215331618937	0.9047053984413209
Ministral-8B-Instruct-2410	annotator_7@mail.com	annotator_9@mail.com	full	0.7669486974382367	0.8953922418592363	0.6383601355643109	0.5248151766702266	0.8827024539316608
Ministral-8B-Instruct-2410	annotator_7@mail.com	annotator_12@mail.com	sample	0.7633930411011653	0.9020207092584921	0.705387741412094	0.7815309904196549	0.8892100166651569
Ministral-8B-Instruct-2410	annotator_7@mail.com	annotator_12@mail.com	full	0.7419248906399879	0.8885607609333888	0.7815183073051398	0.6386785732595524	0.8913469011850531
Ministral-8B-Instruct-2410	annotator_7@mail.com	annotator_11@mail.com	sample	0.8382202168319706	0.9083060817582197	0.7036376343063263	0.7937062907481207	0.8987929208045892
Ministral-8B-Instruct-2410	annotator_7@mail.com	annotator_11@mail.com	full	0.7618177990473188	0.8840458273124621	0.6383601355643109	0.4993733782969455	0.8801521650147165
Ministral-8B-Instruct-2410	annotator_7@mail.com	annotator_2@mail.com	sample	0.8282979627573946	0.9126082080704473	0.6655828256088218	0.7527766154189577	0.8856441914765077
Ministral-8B-Instruct-2410	annotator_7@mail.com	annotator_2@mail.com	full	0.7437684376744887	0.8705647395085122	0.43956002165078367	0.48605804666897356	0.8661739580246631
Ministral-8B-Instruct-2410	annotator_5@mail.com	annotator_6@mail.com	sample	0.8028566444376527	0.8954774757739827	0.7096014267175107	0.8080836379454233	0.8839742907161147
Ministral-8B-Instruct-2410	annotator_5@mail.com	annotator_6@mail.com	full	0.8028566444376527	0.8954774757739827	0.7096014267175107	0.8080836379454233	0.8839742907161147
Ministral-8B-Instruct-2410	annotator_5@mail.com	annotator_9@mail.com	sample	0.857775033287743	0.9024695683874814	0.7423225187387588	0.8253904135859017	0.9204272386742308
Ministral-8B-Instruct-2410	annotator_5@mail.com	annotator_9@mail.com	full	0.6445626066097631	0.8694178789298602	0.5320293550239771	0.7080394182980544	0.882954269918452
Ministral-8B-Instruct-2410	annotator_5@mail.com	annotator_12@mail.com	sample	0.7369859607268752	0.8695942814458258	0.6841755735850166	0.8275572646441187	0.8916951134008245
Ministral-8B-Instruct-2410	annotator_5@mail.com	annotator_12@mail.com	full	0.7512875996815926	0.8794763093747916	0.4760002241535636	0.5453329716347337	0.8869363808966474
Ministral-8B-Instruct-2410	annotator_5@mail.com	annotator_11@mail.com	sample	0.8659672983844555	0.9212771299723977	0.7296450887866195	0.8110852760324146	0.9062269768327951
Ministral-8B-Instruct-2410	annotator_5@mail.com	annotator_11@mail.com	full	0.8233688310583444	0.9029136448083701	0.5931486408715252	0.7957965477072155	0.8904249366318052
Ministral-8B-Instruct-2410	annotator_5@mail.com	annotator_2@mail.com	sample	0.8556969313948518	0.9076675055208865	0.6545259827836644	0.7999556275306977	0.8994139256010865
Ministral-8B-Instruct-2410	annotator_5@mail.com	annotator_2@mail.com	full	0.8556969313948518	0.9076675055208865	0.6545259827836644	0.7999556275306977	0.8994139256010865
Ministral-8B-Instruct-2410	annotator_6@mail.com	annotator_9@mail.com	sample	0.8310067679506464	0.8773206595025749	0.7030145359302439	0.8177358261420951	0.8950135232352727
Ministral-8B-Instruct-2410	annotator_6@mail.com	annotator_9@mail.com	full	0.6615013965174601	0.8843338701703813	0.5654456913311234	0.7434201316960689	0.8835253569159948
Ministral-8B-Instruct-2410	annotator_6@mail.com	annotator_12@mail.com	sample	0.8437180874251018	0.8920792087582875	0.7405472722280223	0.8173310048029068	0.8965122172217307
Ministral-8B-Instruct-2410	annotator_6@mail.com	annotator_12@mail.com	full	0.8533815690715555	0.9008504042224488	0.5391938179356611	0.5768792781169393	0.8966698593262399
Ministral-8B-Instruct-2410	annotator_6@mail.com	annotator_11@mail.com	sample	0.8243018547135659	0.9099810560001955	0.699199094741173	0.8191836541105115	0.903764420966297
Ministral-8B-Instruct-2410	annotator_6@mail.com	annotator_11@mail.com	full	0.8256007670846418	0.9186066270901903	0.5844601793698927	0.7834079223770506	0.8927351975242851
Ministral-8B-Instruct-2410	annotator_6@mail.com	annotator_2@mail.com	sample	0.7987534494457961	0.9071674880994357	0.7008576444025808	0.7860622274061264	0.8934022166536508
Ministral-8B-Instruct-2410	annotator_6@mail.com	annotator_2@mail.com	full	0.7987534494457961	0.9071674880994357	0.7008576444025808	0.7860622274061264	0.8934022166536508
Ministral-8B-Instruct-2410	annotator_9@mail.com	annotator_12@mail.com	sample	0.7948887756085861	0.8850660760520555	0.7128390953240681	0.8065194780058828	0.8951049018822043
Ministral-8B-Instruct-2410	annotator_9@mail.com	annotator_12@mail.com	full	0.6694610006661644	0.8923152470648004	0.6120880636126478	0.5308543719668825	0.8862037679489583
Ministral-8B-Instruct-2410	annotator_9@mail.com	annotator_11@mail.com	sample	0.8716739550551038	0.9111266605050974	0.7398356295183057	0.837943711075783	0.9143218857648087
Ministral-8B-Instruct-2410	annotator_9@mail.com	annotator_11@mail.com	full	0.7094766510886922	0.9021742351657934	0.6296610554705374	0.755253630226774	0.899375807295658
Ministral-8B-Instruct-2410	annotator_9@mail.com	annotator_2@mail.com	sample	0.8469204513151027	0.8952965821238141	0.6634589719310677	0.7848085737118962	0.8867076051742798
Ministral-8B-Instruct-2410	annotator_9@mail.com	annotator_2@mail.com	full	0.6589022448004224	0.8851178424143531	0.5003585781793405	0.7194114898344172	0.8625015942593869
Ministral-8B-Instruct-2410	annotator_12@mail.com	annotator_11@mail.com	sample	0.7706604012205841	0.8804426445128488	0.7312022859359597	0.8190751111372628	0.8993203855357336
Ministral-8B-Instruct-2410	annotator_12@mail.com	annotator_11@mail.com	full	0.810129720625623	0.9005804232879884	0.6120880636126478	0.553644362010642	0.8835832471771641
Ministral-8B-Instruct-2410	annotator_12@mail.com	annotator_2@mail.com	sample	0.748548940968375	0.8818988766012019	0.696231197595622	0.7987749858759603	0.886787539711547
Ministral-8B-Instruct-2410	annotator_12@mail.com	annotator_2@mail.com	full	0.7696421959626696	0.9037709272370354	0.5279056797313325	0.5520573895134123	0.8895394478052513
Ministral-8B-Instruct-2410	annotator_11@mail.com	annotator_2@mail.com	sample	0.8707768714928924	0.9241048731145677	0.7319348345129763	0.8424514459528903	0.9041153110593472
Ministral-8B-Instruct-2410	annotator_11@mail.com	annotator_2@mail.com	full	0.865602004902608	0.9269676500191709	0.6358927827020621	0.7974794877401452	0.8929366849403055
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_3@mail.com	sample	0.16885120177215923	0.2519247083917549	0.14523681144473136	0.1806030683120142	0.2993296830163861
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_3@mail.com	full	0.1423762757057062	0.3454419508010533	0.16043979399082034	0.11862034890252944	0.27972632020059696
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_4@mail.com	sample	0.19571639880158767	0.3161912729982875	0.10997392259523672	0.17068014759579928	0.27161643947553266
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_4@mail.com	full	0.17387721437756617	0.4553810255658469	0.12660185155907328	0.1079351187025631	0.2835502811040001
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_10@mail.com	sample	0.12754727012862976	0.299061482740538	0.08445590127986505	0.13162972696592148	0.2081367252375713
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_10@mail.com	full	0.10057375182953322	0.33188425554780515	0.09171368711649057	0.09523516163069794	0.2477139177084374
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_8@mail.com	sample	0.20131147145964048	0.27144537989186657	0.16393386593010204	0.14806968144084376	0.29850764711980754
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_8@mail.com	full	0.196460608416297	0.28476160754326885	0.08694075380250543	0.06125595274973344	0.2650566379838301
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_1@mail.com	sample	0.27735114131585614	0.36685101813566146	0.21406635131086243	0.20088242366422596	0.33888688943125295
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_1@mail.com	full	0.23952034941003553	0.3794047242078454	0.13181511845963462	0.0933532956760855	0.2554207780827705
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_7@mail.com	sample	0.20367770261848114	0.31957848139117867	0.1667174269366615	0.12800475879375628	0.2897204476516637
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_7@mail.com	full	0.14685090668116813	0.2754218530445156	0.09034440772398425	0.08758117140043957	0.20605639443676865
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_5@mail.com	sample	0.19551714019252298	0.2661161318835522	0.12986671448973308	0.15204419212383408	0.25686093972429835
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_5@mail.com	full	0.15183807079578865	0.2625404061403518	0.08548378097144085	0.04091634027264971	0.21583455150181233
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_6@mail.com	sample	0.21745702415192464	0.3072731609305752	0.16786690384862094	0.18424928737698218	0.23681286533332124
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_6@mail.com	full	0.17491173523542447	0.34785096380148495	0.1809311622946924	0.13843243302713792	0.21669446132976375
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_9@mail.com	sample	0.19470979597456275	0.25724975526619276	0.08386226556961925	0.09027697567428643	0.22410964864500382
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_9@mail.com	full	0.29764865053285794	0.5092511211185873	0.21648254633587047	0.24679482123583418	0.33477599745157904
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_12@mail.com	sample	0.20211302086361083	0.29131612207745633	0.08543903635317383	0.0918118182110296	0.236323747269695
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_12@mail.com	full	0.2313854957254794	0.4115572914760051	0.11145881932833464	0.13357808809520239	0.28073888876574266
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_11@mail.com	sample	0.10972521253975767	0.03428619110982977	0.08415917735629988	0.07340602755302333	0.17514583033639147
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_11@mail.com	full	0.2006279579321452	0.28428792747986203	0.08860055101540627	0.05890890863898447	0.24433023039406673
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_2@mail.com	sample	0.11751264556277319	0.3740088837296722	0.13225776131798375	0.19466720719806116	0.2761251179214566
Llama-3.2-1B-Instruct	annotator_13@mail.com	annotator_2@mail.com	full	0.09057227216199228	0.4363197835771876	0.10843693572767411	0.07633967212458376	0.24381508947486347
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_4@mail.com	sample	0.1448997566837641	0.19615431865625851	0.13992373938440797	0.15730774205669643	0.2667638307493821
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_4@mail.com	full	0.14221868252837455	0.29728810574327647	0.1368781417795062	0.16536210771651877	0.3347409477549288
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_10@mail.com	sample	0.1467218948968286	0.18167559855998555	0.1150211752702221	0.16464380592867212	0.18402290255616063
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_10@mail.com	full	0.12400002221363983	0.25102168005038367	0.11869540178096406	0.15232265821681507	0.20113798825348395
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_8@mail.com	sample	0.10739856254100545	0.15738270096397342	0.11393098449332519	0.12769786136353295	0.2060085211668824
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_8@mail.com	full	0.16797329747710468	0.2134173786668595	0.13632097915451546	0.18195062197248815	0.2942309225057647
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_1@mail.com	sample	0.2449956858517044	0.2936611266802598	0.20985090293343098	0.22266957739507806	0.352853545032812
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_1@mail.com	full	0.32633552855394193	0.3600940062845466	0.21237872637086883	0.25206040783955463	0.3560113827309033
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_7@mail.com	sample	0.10534362100640685	0.17514542363989025	0.10862101186588029	0.06516041561337288	0.29438883435729185
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_7@mail.com	full	0.1253464131343527	0.23982640847866313	0.08714915238721463	0.08195597790124795	0.17885907538233758
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_5@mail.com	sample	0.3203056302148494	0.3629873964684721	0.2852666695680582	0.29788028961536733	0.38143466258184905
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_5@mail.com	full	0.32881543558101733	0.395479068917424	0.24115565707815032	0.2763928618850348	0.37952139444657806
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_6@mail.com	sample	0.24155950614077024	0.2939410829260871	0.192844464862162	0.21166815762940416	0.31879958343926734
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_6@mail.com	full	0.21790346908972558	0.3174595991457374	0.18229959947217136	0.21555218079411329	0.27491800508038683
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_9@mail.com	sample	0.13042230629708856	0.17730737648322026	0.08844823417735403	0.12061851136828806	0.2821169143569636
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_9@mail.com	full	0.22187892213206795	0.35310156374840357	0.15877282713273785	0.1661085508823174	0.36527122758072944
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_12@mail.com	sample	0.07749794696944234	0.155516073948435	0.06537351941575895	0.07424575080080609	0.23635828220758706
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_12@mail.com	full	0.17358940355579813	0.28622295107253165	0.06729758071638872	0.1032546018015307	0.33614175535282365
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_11@mail.com	sample	0.06738267035264638	0.027504785980293774	0.08078059779044966	0.08237549146960525	0.20874535052347823
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_11@mail.com	full	0.16388327749649725	0.14060928016945012	0.07882816966558057	0.08165380925239916	0.23437102621193057
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_2@mail.com	sample	0.09915273848239903	0.22340854290124318	0.1300643027822491	0.2035495440855489	0.32564035478922326
Llama-3.2-1B-Instruct	annotator_3@mail.com	annotator_2@mail.com	full	0.09946629419344942	0.2912909067744028	0.10883784566928156	0.19894022237331047	0.3066941120831975
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_10@mail.com	sample	0.13222276527511528	0.3266942861413073	0.08518870814881428	0.11507511108075766	0.2843311623474838
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_10@mail.com	full	0.137354797609439	0.34798334874520137	0.06793971198473812	0.14132734863398777	0.2470698547743029
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_8@mail.com	sample	0.10118128862004064	0.28867333492907593	0.1301576169326106	0.13397691559114736	0.27355071693763544
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_8@mail.com	full	0.09164286619304683	0.3001765017355652	0.12313771524443834	0.10390419805745023	0.2766684828555369
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_1@mail.com	sample	0.12547220239440945	0.3133458730547796	0.08753773592493096	0.11937803701816714	0.24211699332428024
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_1@mail.com	full	0.14428713254451547	0.4044659168280826	0.15291307498820553	0.1060104212552513	0.24358047982574785
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_7@mail.com	sample	0.215598437498128	0.37855667717956765	0.18967449284874088	0.1833495578775382	0.30332929788754703
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_7@mail.com	full	0.1711113932186297	0.27777583472745354	0.06562896619317209	0.07759067228070358	0.237788585160205
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_5@mail.com	sample	0.052846570702623	0.2238338682339358	0.06957540610204682	0.09032967904921729	0.23144226354255737
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_5@mail.com	full	0.05896849441319186	0.27327390645891037	0.10654805677335163	0.09790537880310064	0.23055522699261657
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_6@mail.com	sample	0.18292589803576104	0.36435284502595444	0.20665478204555549	0.21461397116713093	0.2659737513127357
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_6@mail.com	full	0.19290733505540913	0.3695057936729383	0.20286521632267723	0.1956340937841227	0.3400329662359302
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_9@mail.com	sample	0.1418884806688323	0.33099443221739133	0.11260199186885969	0.11068594820456035	0.26440636272204127
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_9@mail.com	full	0.30216305064458476	0.48559996663238947	0.14688492711507256	0.1584040612700515	0.360234403487377
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_12@mail.com	sample	0.1769833502314349	0.3308560710924562	0.10348858863962408	0.14042399467862723	0.2749528369618932
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_12@mail.com	full	0.2143141976000432	0.4705190883375105	0.13463727479256532	0.1317423977538081	0.3998013123004945
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_11@mail.com	sample	0.24443265373523498	0.06523194171301697	0.1791462896242014	0.16060008952544375	0.3264143199784735
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_11@mail.com	full	0.19447580497359918	0.3236059453038448	0.05931203975971108	0.11373802731950365	0.37943304511333314
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_2@mail.com	sample	0.1927257405919875	0.4648283866977939	0.18907066069217165	0.22541471169081906	0.3844688093104363
Llama-3.2-1B-Instruct	annotator_4@mail.com	annotator_2@mail.com	full	0.21036816428734834	0.5182057207565786	0.2058347453864096	0.26842991555597573	0.3959162698088363
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_8@mail.com	sample	0.10871791370815936	0.2427433981114634	0.10255466942579144	0.11307843851495562	0.23075723959493985
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_8@mail.com	full	0.10871791370815936	0.2427433981114634	0.10255466942579144	0.11307843851495562	0.23075723959493985
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_1@mail.com	sample	0.0897064761147274	0.26703487638625706	0.08562036983461506	0.10730018406540798	0.19563148269354227
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_1@mail.com	full	0.1407120595588792	0.3214884084131829	0.1240825272591638	0.15677645188229522	0.20119535043082643
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_7@mail.com	sample	0.1584134291530484	0.32080967567856083	0.08488579891250171	0.08199378385919318	0.2351636378187358
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_7@mail.com	full	0.16389233430600653	0.23649268649410932	0.09467765661611473	0.09769827280523065	0.19006551802243288
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_5@mail.com	sample	0.15080021753426132	0.2653593634577473	0.13296906145526452	0.17764112287650263	0.27215271546838016
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_5@mail.com	full	0.15080021753426132	0.2653593634577473	0.13296906145526452	0.17764112287650263	0.27215271546838016
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_6@mail.com	sample	0.12062140308309205	0.2653243202196598	0.12007118814994944	0.19101192151677318	0.2109376561909463
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_6@mail.com	full	0.12062140308309205	0.2653243202196598	0.12007118814994944	0.19101192151677318	0.2109376561909463
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_9@mail.com	sample	0.1455022760681439	0.3116787200120202	0.14315665895550003	0.15596785819241962	0.2216312299639565
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_9@mail.com	full	0.17536269504689972	0.37283281405269836	0.15061704256492947	0.18145710339939508	0.26754538475108336
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_12@mail.com	sample	0.11470105178034089	0.32302126984727403	0.11604086333187087	0.11647565562816818	0.20927128346398477
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_12@mail.com	full	0.1450199168389491	0.3202264156204149	0.06407549400735142	0.11659145838555539	0.22984631150594384
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_11@mail.com	sample	0.17789808854572448	0.12697327919719315	0.12034570900244476	0.12815632512592942	0.23569140991303164
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_11@mail.com	full	0.15602503535414006	0.30770549950887377	0.1000224542994175	0.13163064092187327	0.18331326576851556
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_2@mail.com	sample	0.16549753395793754	0.39973979404693916	0.1528851227209115	0.23502513220842053	0.30031255584246075
Llama-3.2-1B-Instruct	annotator_10@mail.com	annotator_2@mail.com	full	0.16549753395793754	0.39973979404693916	0.1528851227209115	0.23502513220842053	0.30031255584246075
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_1@mail.com	sample	0.1989513013366981	0.29050836805487895	0.18316085401748997	0.20525910058591249	0.3103319933728156
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_1@mail.com	full	0.2837397021543769	0.35038195085922547	0.2540182309722371	0.24943067885986694	0.34714454362111413
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_7@mail.com	sample	0.29307118444402075	0.31778673894142734	0.22045180288774838	0.15470812788904503	0.32073727271766467
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_7@mail.com	full	0.10368911376034412	0.19603728249211488	0.1014824670381653	0.10125217186044548	0.18426050895668752
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_5@mail.com	sample	0.2323491763166126	0.2655349339779806	0.17965737021472541	0.2142688460021721	0.2875728234598566
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_5@mail.com	full	0.2323491763166126	0.2655349339779806	0.17965737021472541	0.2142688460021721	0.2875728234598566
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_6@mail.com	sample	0.06682122921705472	0.20919402398714917	0.12138850031393358	0.11913069431575572	0.19236885100921097
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_6@mail.com	full	0.06682122921705472	0.20919402398714917	0.12138850031393358	0.11913069431575572	0.19236885100921097
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_9@mail.com	sample	0.3445199518360839	0.34537509499345265	0.2671158711514942	0.2570049134166259	0.33767135882045846
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_9@mail.com	full	0.20098641448438234	0.3124415777935425	0.14840330430798682	0.12660522040706793	0.31148988197863603
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_12@mail.com	sample	0.19210368630870528	0.27909202546830225	0.12699720039400772	0.12296159838360705	0.2912577622662797
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_12@mail.com	full	0.15156651002619115	0.3158740355757075	0.11048011403712116	0.12803501977139778	0.2914056253477454
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_11@mail.com	sample	0.16474313468098892	0.11262589427163881	0.08688415693893702	0.08983873700610308	0.27381869515375074
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_11@mail.com	full	0.19674300560420266	0.22988200235045703	0.12557263604629623	0.1323293066320442	0.2787988644324987
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_2@mail.com	sample	0.11505608199221067	0.29556111053632195	0.08279952262839244	0.10682823916411065	0.2433834496874141
Llama-3.2-1B-Instruct	annotator_8@mail.com	annotator_2@mail.com	full	0.11505608199221067	0.29556111053632195	0.08279952262839244	0.10682823916411065	0.2433834496874141
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_7@mail.com	sample	0.14246322100208403	0.292465507453943	0.09574008941989713	0.09676620874218654	0.3016817919150203
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_7@mail.com	full	0.11377620429629118	0.23733964690788492	0.08749262936206256	0.0705228859856524	0.14742054207267738
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_5@mail.com	sample	0.30923711914211083	0.41143162597076227	0.23036676275640686	0.26247908205414455	0.36422660784796235
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_5@mail.com	full	0.331169012437889	0.3859798261072884	0.2546998756283227	0.26056315344814157	0.3123848149254615
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_6@mail.com	sample	0.20439449540621288	0.31548416140863933	0.1665280376856179	0.18035597493432384	0.27320316009398155
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_6@mail.com	full	0.22064115798637057	0.28666053010445197	0.12217354684206928	0.15010455694266742	0.24981428703655265
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_9@mail.com	sample	0.18973119425794538	0.30391541097592567	0.11066803696427713	0.12733899218916078	0.30479934179613527
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_9@mail.com	full	0.2982496827151741	0.4440916991519157	0.16371526347116172	0.1935009887637403	0.34256899827534737
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_12@mail.com	sample	0.15183928776812083	0.29446062433700604	0.08311500278964574	0.0970793957898208	0.2740884907681341
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_12@mail.com	full	0.2495723365561208	0.3895316891934212	0.10840764186749989	0.16119789505410098	0.28803350481506484
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_11@mail.com	sample	0.09905936755467339	0.038775485690383596	0.07849187363912911	0.08244265548097851	0.210387751257637
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_11@mail.com	full	0.1812024717306394	0.23157835536689758	0.08598766521045258	0.0965047126509958	0.18934056171650374
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_2@mail.com	sample	0.151969833616574	0.35018832144352563	0.1028551678162399	0.14329346983997154	0.30175648739902117
Llama-3.2-1B-Instruct	annotator_1@mail.com	annotator_2@mail.com	full	0.12592035471192317	0.3828268305336177	0.10866537613754672	0.14921766859854446	0.3087887550084434
Llama-3.2-1B-Instruct	annotator_7@mail.com	annotator_5@mail.com	sample	0.16958492785647353	0.24480625560136182	0.1181395182208276	0.09703488083921923	0.2555274443659946
Llama-3.2-1B-Instruct	annotator_7@mail.com	annotator_5@mail.com	full	0.06209842748342885	0.2472419609712268	0.1133427757124637	0.073656446226104	0.1848918263037515
