ID_Review	Sentences	EMPLACEMENT	SERVICE	NOURRITURE	AMBIANCE	RAPPORT QUALITÉ-PRIX
g187147-d3720862-r227057598	Comment peut-on dire cuisine maison avec ces asperges en boite ,son boeuf bourguignon rempli de bas morceaux .....ces escargots decongeles etc ...cuisine française vraiment? j'y suis venue par hasard avec mon fils et n'y mettrais plus les pieds malheureusement des étrangers sont venus eux aussi ,les pauvres !! l'accueil est médiocre et les prix bien trop eleves pour la qualité. A bannir absolument.	0	1	1	0	1
g187147-d3879173-r270122012	C'était pas mal mais malgré leur originalité et leur belle présentation, j'ai été un peu déçu par les plats : artichauts en boîte (les boîtes sont en bas de l'escalier...), viande un peu trop cuite, vins chers. Ceci dit, la bonne humeur de la serveuse et la présentation des plats rattrapent un peu cet avis mitigé.	0	1	1	0	1
g187147-d3982598-r229977371	Cela fait plusieurs fois qu'on y vient et on n'est jamais déçus, ni les proches qu'on y amène. Leur couscous est vraiment excellent. Les boulettes sont délicieuses, les brochettes d'agneau également. Deux sortes de mélanges de légumes sont proposées en accompagnement. La suggestion du chef change régulièrement et la dernière en date, couscous méchoui est particulièrement bonne. Pour ne rien gâcher, le cadre est agréable et le service attentionné. A tester absolument et venez en ayant très très faim !	0	1	1	1	0
g187147-d3989748-r275822551	Les tapas sont excellents...La charcuterie est de qualité aussi. Tout nous a donné envie...Rien à dire! Service agréable qui plus est. Bonne petite adresse!	0	1	1	0	0
g187147-d4235143-r220435098	Ni brasserie ni restaurant. Un simple café de quartier qui s'improvise restaurateur. Des salades insipides et des plats réchauffés (mal). Carte des vins inexistante. Desserts industriels.	0	0	1	0	0
g187147-d4271736-r164730477	On a l'impression que tout est improvisé, qu'il n'y a pas de compétence ni au niveau accueil, ni au niveau service, ni au niveau cuisine (plats surgelés). Ambiance sonore beaucoup trop élevée pour un restaurant. Dommage pour eux, on n'a pas envie de renouveler l'expérience.	0	1	1	1	0
g187147-d4271843-r202457064	la pire expérience culinaire de Paris, avec une addition astronomique : ravioles de homard à 20 euros ( les ravioles devaient avoir au moins 3 jours) puis dos de cabillaud pas cuit sur veilles pommes de terre, assorti de roquette pas fraiche à 47 euros. Nous n'avons pas pris de dessert. La décoration est horrible. a proscrire !	0	0	1	1	1
g187147-d4272002-r260711186	Accueil très froid, la patronne est très antipathique et agressive. On avait l'impression de la déranger en demandant de la mayonnaise ou de la moutarde. Le pavé de rumsteack commandé à point était trop cuit, on a trouvé un cheveu dans un hamburger ce qui n'a pas semblé les choquer. Le rosé était tiède. Nous n'y retournerons pas et ne leur ferons pas de publicité	0	1	1	0	0
g187147-d4469705-r220591154	Manifestement ce restaurant a préféré tout miser sur le cadre au détriment de la cuisine ! Burger hyper sec, mal cuit, frites sans goût à part celui de l'huile, bière chaude... service assez sympathique et qui semblait presque plus navré que nous du naufrage total de cette soirée. Assurément à éviter. Ah ! J'oubliais : si vous trouvez votre cheeseburger à 14,50€ trop sec, on vous signale que vous auriez pu rajouter une feuille de salade ou un cornichon... facturés 0,50€ ! Tout est dit. Rideau.	0	1	1	1	1
g187147-d4471415-r270717110	"Un croque monsieur sans frite avec de la salade en sachet, évidement sans saveur... Je vous parler pas du prix... On trouve un chewing-gum collé au fond de notre verre d'eau, la serveuse ne s'excuse pas et met la faute sur le lave-vaisselle... on nous propose même pas un geste commercial il faut le demander au manager qui ne peut que nous offrir un café (mais on bois pas de café...). Encore une fois ce restau semble être la brasserie à touriste typiquement parisienne qui achète ses produits de basse qualité chez ""métro""et vous les fait payer un blinde ! Pauvre touriste !"	0	1	1	0	1
g187147-d5225776-r279485100	On y est allé pour un déjeuner. Accueil rapide et courtois. Les plats, bien présentés, colorés et ragoutants, étaient copieux et savoureux. Desserts originaux et légers. Nous n'avons pas pris de vin, je n'ai donc pas d'avis sur le sujet.	0	1	1	0	0
g187147-d5547664-r279984913	A l'heure où le Marais se transforme, change de visage et pas forcément dans le meilleur sens du terme, un vrai découverte ce soir !! Je confirme que depuis bien des années je n'ai pas aussi bien mangé dans ce quartier que ce soir ! Un grand remerciement pour cette cuisine riche moderne et pleine de saveur, merci également à l'accueil au service, la gentillesse et le professionnalisme du personnel merci et merci encore 	0	1	1	0	0
g187147-d5943832-r254846937	Bien évidemment que l'on paie l'emplacement mais ce n'est pas une raison. La choucroute, le produit phare, est acide et se mange sans réel plaisir....c'est dommage avec un tel potentiel de ne pas faire mieux. Service correct et rapide il ne manque pas grand chose.	1	1	1	0	1
g187147-d6405461-r234970703	On a trouvé tout très bon mais l accueil pas très sympa et le service horrible. La serveuse n a pas souri de tout le diner, elle nous a servi le premier plat avant des boissons, on a du demande des couverts et du pain trois fois. Le prix est raisonnable pour la quantité mais le service est tellement horrible que du coup on a trouvé ça cher. C est l endroit parfait si on a envie de se faire oublier et ignorer! On ne le recommend pas du tout!!!!	0	1	1	0	1
g187147-d6483261-r272575407	Dans ce quartier tranquille, un restaurant où l'on peut diner dehors sous les arcades en dégustant une très bonne cuisine de saison. Un accueil sympathique et de bon conseil pour le choix des vins. De plus, un bon rapport qualité/prix pour ce restaurant parisien. A recommander.	1	1	1	1	1
g187147-d6485557-r261916011	Des produits frais,un accueil , un service sympathique et un menu déjeuner à un prix imbattable,ce restaurant mériterait d'être signalé dans les différents guides.	0	1	1	0	1
g187147-d6485557-r270933087	Excellent dîner , serveuse très aimable , et ambiance tamisée .. Nous avons testé plusieurs entrées et plats .. Personne n a été déçu . A conseiller !	0	1	1	1	0
g187147-d6561412-r270575780	Une adresse chaleureuse, avec un cadre cosy et agréable. D'excellents tapas, dégustés avec des cocktails délicieux, et pour le moins originaux !	0	0	1	1	0
g187147-d6877828-r267314039	Lieu sympathique, c'est ce qui est vendu. Mais coté service et organisation, c'est de l'improvisation en permanence. Temps d'attente trop long et manque évident d'organisation.	0	1	0	1	0
g187147-d695072-r151206284	"A part sa situation et son cadre, vraiment rien d exceptionnel pour cette ""cantine""! Des plats sans saveur a des prix exorbitants! On se dit toujours qu avez le prix affiches sur la carte, on devrait au moins bien manger. Et bien NON, passez votre chemin et n entrez pas a la pomponette, c est l arnaque!"	1	0	1	1	1
g187147-d695094-r263478630	Déception au moment de gouter l'onglet épais et bourratif , le foie de veau de mon mari avait la même apparence que mon plat, même sauce marron aux echalotes...franchement rien d'exceptionnel! Le service sympa sans plus et le prix en accords avec la quantité , bons desserts ,mais on n'y retournera pas !	0	1	1	0	1
g187147-d695099-r213681876	Cette adresse a été très bien durant plusieurs années. Mais ça, c'était avant. La carte est moins complète, certains plats particulièrement gouteux et originaux ont disparu. Le service s'est dégradé. Plus de sourire, accueil glacial. Et la cuisine se déteriore, tout cela est de moins en moins digeste. C'est bien dommage.	0	1	1	0	0
g187147-d695107-r194313962	Ici, aucun artifice. Des produits frais, bien assaisonnés et préparés avec respect de la cuisine française. Le personnel est attentionné, patient, courtois et discret... Bravo 	0	1	1	0	0
g187147-d695107-r262030496	Les terrines et la viande sont excellents ainsi que les vins du Beaujolais. Une cuisine simple mais goûteuse avec de bons produits. L’entrecôte aux échalotes avec ses champignons poêles est un délice. c'est toujours un régal d'y aller.	0	0	1	0	0
g187147-d695114-r263801558	Des prix très élevés pour des plats à la limite du mangeable. J'ai mangé un poulet surcruit et très sec pour 25euros ! Une honte 	0	0	1	0	1
g187147-d695114-r280456667	A tout heure on peut manger correctement et si l'on s'en tient aux menus c'est correct et a tarif acceptable compte tenu du caractère institutionnel du restaurant. A la carte c'est beaucoup plus cher mais le choix est plus large. Accueil souriant, service rapide dans un cadre classé, c'est un bon souvenir de Paris 	0	1	1	1	1
g187147-d695115-r213875078	Vraiment delicieux. La cuisine est excellente dans un cadre original dans lequel on se sent bien. Une belle carte pleine de bonnes surprises.	0	0	1	1	0
g187147-d695115-r250178681	Cet établissement est très agréable. Le service y est parfait, le personnel fort sympathique et compétent. La cuisine excellente, et les truffes y sont servies à prix très doux. En bref c' est certainement un des meilleurs bistrot parisien.	0	1	1	1	1
g187147-d695179-r233738791	"Tout était parfait : l'accueil, le cadre, l'ambiance (une pianiste joue des morceaux classiques entre deux ""numéros de chant""), le repas très fin, et surtout les chants ! Avoir des artistes talentueux qui chantent de l'opéra juste à côté de nous, c'est magique ! Une excellente soirée qui vaut largement le prix."	0	1	1	1	1
g187147-d695189-r251436609	Je suis venu dîner dans ce restaurant avec des collègues. J'ai trouvé la cuisine assez ,moyenne. Mon entrée de l'avocat a été tout à fait ordinaire. Le plat des coquilles Saint Jacques avec des pâtes a été correct. Le dessert une tarte fine a été très moyen. La tarte a été froide et pas particulièrement fraîche. La glace d'accompagnement était correcte mais une petite boule seulement. Nous avons été presque les seuls clients pendant la soirée. Mes collègues ont été en moyenne satisfaits. Mon voisin a fait réchauffer ses rognons qui étaient froid. Donc ne pas sélectionner ce restaurant pour un repas gourmet mais pour manger correctement sans plus.	0	0	1	0	0
g187147-d695264-r251049321	Jamais nous ne retournerons dans ce restaurant. Nous avons gouté plusieurs plats sans saveur, sans raffinement. Je ne vois pas d'ou il peut tenir sa réputation. Donc si vous allez au restaurant pour passer un agréable moment et manger de bonnes choses A EVITER. Si vous allez au restaurant pour être vu c'est l'endroit idéal. A part la cuisine lamentable, le décor est sympa et le service est très agréable.	0	1	1	1	0
g187147-d714972-r238411009	Le maître mot, l'authenticité. Ici, la cuisine française est à l'honneur. Une table de caractère où l'on se rend quand on apprécie les bonnes choses. Du gout du juste, on adore. L'esprit convivial comme on aime. un peu bruyant néanmoins compte tenu de la proximité des tables. Un vrai régal faites que ça dure.	0	0	1	1	0
g187147-d718040-r276053524	Très bon rapport qualité prix pour ce petit restaurant très agréable. Service impeccable, le patron et le serveur ont toujours le sourire ! Nous avons testé de nombreux plats différents et toujours excellents !	0	1	1	0	1
g187147-d718125-r136582295	Rapport qualité-prix très honnête pour ce grand restaurant. Excellent. De l'entrée au dessert en passant par un très beau choix de carte des vins. Tout ça pour une trentaine d'euros, et moins de 50€ avec boisson, c'est remarquable ! Bravo	0	0	1	0	1
g187147-d718132-r119263750	L'atmosphère et le décors classique vous ravirons. Le service a été impeccable, à la fois diligent et discret. J'adore ces restaurants où on a toujours du vin dans notre coupe sans jamais avoir à toucher à la bouteille, pour moi çà témoigne que le personnel garde toujours un oeil sur vous pour vous servir. La synchronisation (moment pour servir les différents plats) était tout à fait correcte. La nourriture était savoureuse. Un peu plus de légumes dans les portions serait apprécié pour notre goût. La carte des vins était adéquate, mais le vin est servi un tantinet trop chaud.	0	1	1	1	0
g187147-d718133-r279293892	Un déjeuner parfait ! L'accueil et le service sont irréprochables : sympathique , pas du tout guindé ; jeune, généreux ! L'accueil et le service, c'est comme dans l'assiette avec un menu déjeuner qui n'a pas son égal ! Tout est raffiné, parfumé, esthétique, surprenant ! Un grand bonheur ! Beaucoup de gentillesse , plein de saveurs ! What else ?	0	1	1	0	0
g187147-d718134-r168142384	Les plats sont excellents de l'entrée au dessert. Cela rattrape l'heure et demi d'attente pour avoir une place. En effet, le soir il n'y a pas de réservation possible, donc c'est sur une liste d'attente qui, parait-il en fin de semaine peut être tres longue. Le cadre est très agréable et le service cordial.	0	1	1	1	0
g187147-d718146-r234555664	Restaurant bondé. C'est bon signe. On confirme bonne table parisienne. Apéro maison conseillé. Juste un peu déçu sur l'assaisonnement. Foie gras manquait un peu de cuisson. Lièvre pas mauvais mais trop broyé. Le vin parfait. Service aimable.	0	1	1	0	0
g187147-d718792-r256539595	"Charmante ambiance de brasserie avec un personnel très sympathique, plats typiquement français et de saison mais préparés de façon un peu trop ""industriel"" : Par exemple, le gigot de 7 heures servi en cocotte est bouilli !!! Rapport qualité/prix un peu exagéré."	0	1	1	1	1
g187147-d718799-r284156821	"On va faire simple :  Les plus : - Le sourcing des produits est top - c'est bon, maîtrisé et des fois original - Formule le midi TOP  Les moins : - patron désagréable, bourru et hautain - c'est souvent cher - Les vins ""bio"" ""naturel"" souvent cher et dégueulasse  Conclusion :  A faire si on est dans le coin, mais pas la peine de s'y précipiter, des très bon bistros c'est pas ce qui manque à Paris."	0	1	1	0	1
g187147-d718802-r273847722	Cuisine correcte mais pas exceptionnelle, service lent. N'accepte ni les tickets restaurants ni la carte American Express... et vous le fait savoir sans ménagement. Dommage car le cadre est sympa.	0	1	1	1	0
g187147-d718804-r215863872	"Je suis allé il y a quelques jours dans ce restaurant pour diner entre amis. La terrasse est bien, pour la cuisine c'est autre chose... Une dorade au chorizo, sans chorizo. A la place une espèce de confit de tomates au citron tout simplement immangeable. Et quand on demande à la patronne de venir goûter et qu'effectivement ce n'est pas bon et qu'elle va demander en cuisine le problème. Et bien, trop de jus de citron mais aucun geste commercial. La ""purée"" dite maison est de la mousseline, et je ne parle pas des autres légumes qui sont bouillis et sans goût. Je trouve regrettable également que tous les plats sont arrivés froids... Le carpaccio de tomates en entrée était bon. Le dessert, une soupe de fraises au basilic était correct. Bref, pour deux personnes avec une bouteille de rosé : 86€ pour des plats froids, sans saveurs, et qui ne correspondent pas à ce qui est écrit sur la carte. A cela s'ajoute la mauvaise foi de la patronne... Malgré une terrasse sympa, je ne mettrai plus jamais les pieds de ma vie dans ce restaurant... "	0	1	1	1	1
g187147-d718807-r133440963	Une équipe aimable, de la vraie nourriture traditionnelle française, fraîcheur des aliments, inventivité (pieds de cochons à tester :)) dans les recettes, de bon petits vins, franchement, ça fait 4 fois que j'y vais, et j'en suis toujours ravie ! A deux pas du panthéon en plus, on se dit que ça va être touristique, mais non : un décor assez intime, rétro, avec de grands miroirs, la carte sur une ardoise à l'ancienne, les tables en beau bois... Une très bonne adresse ! je vous conseille la formule à 16,50 €.	0	1	1	1	1
g187147-d718815-r239220174	Nous avons très bien mangé. Le point fort de ce bistrot chaleureux est sa cuisine. Les plats sont servis en quantité suffisante et bien chauds. L'accueil est souriant et le service agréable. Le menu à 26 euros pour entrée/plat/dessert offre un rapport qualité/prix très satisfaisants. Les points négatifs sont le manque d'espace (les tables sont petites et très rapprochées), l'environnement plutôt bruyant et le délai d'attente avant d'être servis (45 minutes environ avant d'avoir l'entrée). Malgré cela, j'y retournerai avec plaisir et vous invite à découvrir cet endroit.	0	1	1	1	1
g187147-d719218-r246393236	Je suis allé déjeuner dans ce restaurant début décembre. La cuisine est très bonne mais les prix sont exagérés même pour le quartier. La patronne quant à elle est inexistante voire désinvolte et désagréable avec les clients.	0	1	1	0	1
g187147-d719490-r191353563	Temps d'attente très long et le service mauvais ce qui gâche un peu la soiree. Beaucoup trop de tables pour la surface, les clients sont entassés. Une nourriture correcte.	0	1	1	0	0
g187147-d779419-r270630138	"Le repas est très bon avec des produit de qualité, enfin du ""fait maison"". Serveuse très agréable et souriante. Menu à 25€ très complet et goutteux, rapport qualité/prix imbattable dans le quartier. Si on cherche la petite bête, peut etre un peu d'attente. Nous reviendrons."	0	1	1	0	1
g187147-d779840-r237971138	Ma meilleure adresse de restau thai! Dans mon assiette: la cuisine est un délice. Fine, parfumée, avec du lait de coco en parcimonie, savamment épicée. L'accueil: au top! L'alliance de la chaleur asiatique et tout la délicatesse du service à l occidentale. L'attente n'est pas plus longue qu ailleurs. On se sent guidé dans nos choix de mets. Mon porte-feuille: tout à fait raisonnable. On a payé 56€ pour 3 entrées, 2 plats et accompagnements et 2 desserts. Cela fait des années que j y ai fait mon qg et les convives que j ai amené en ont fait le leur.	0	1	1	1	1
g187147-d781410-r245477683	Cuisine de mauvaise qualité, plats certainement réchauffés plusieurs fois, hygiène à désirer... Les serveurs sont difficilement compréhensibles et surtout peu aimables ! Enfin, on ne peut pas dire que le cadre soit agréable. En résumé, ce restaurant est à éviter.	0	1	1	1	0
g187147-d783245-r182683264	"Sympathique restaurant de quartier au cadre bien parisien avec toutes ces affiches sur les murs. On est un peu serrés mais vos voisins sont toujours agréables et certains ont ce qu'on appelle ""une tête"". Côté cuisine c'est très honorable et il y a un bon rapport qualité/prix. Rien de gastronomique bien sûr mais cuisine de terroir.On vient ici pour passer un bon moment entre copains sans se ruiner et on y revient avec plaisir."	0	0	1	1	1
g187147-d783786-r234074304	Et bien moi je n'ai absolument rien à redire sur le service ! Les serveurs et serveuses étaient sympas et tout était très bien organisé, il n'y avait pas du tout de pression au contraire ils étaient tous très cool malgré la tonne de plats qu'ils avaient à servir ! Le courant est très bien passé avec nous et pourtant nous étions une grande tablée de 12 personnes très actives ! Quelques-uns ont vu leur souris d'agneau pas bien cuite donc 2 bouteilles de rouges nous ont été offertes en compensation. Moi j'ai pris un filet de boeuf sauce aux morilles, c'était tout à fait délicieux et cuit comme il le fallait, parfait. Les frites maison sont un régal également. Aussi je vous conseille de gouter le mojito, un grand verre pour 5€, super bon. Nous sommes venus un samedi soir, le restaurant était plein, même sur la terrasse, donc un conseil : réservez à l'avance ! Pour la plupart d'entre nous, nous avons trouvé notre QG du quai de seine !	0	1	1	0	1
g187147-d786001-r274077961	Un restaurant accueillant, le chef et ses collaborateurs sont très sympas et souriants. L'ambiance y est décontractée et cosy à la fois... Si j'avais habité le quartier, il y aurait eu de fortes chances pour que j'en fasse ma cantine du soir. Une cuisine de bistrot mais très soigneuse, certains plats traditionnels sont excellemment revisités. Le pot au feu aux joues de boeuf est à tomber par terre! Délicieux au palais , ils sont aussi très agréables à la vue. Bravo!	0	1	1	1	0
g187147-d786149-r239880232	L'endroit est sale, la nourriture industrielle et de très mauvaise qualité, le personnel peu aimable, rien dans ce restaurant n'est acceptable. A fuir.	0	1	1	0	0
g187147-d789100-r275092629	Nous sommes allé, avec ma copine et des amies, l'accueil est chaleureux, le cadre très sympa. Les couscous et tajines sont délicieux accompagné d'un bon vin rouge marocain de la sympathies du personnel et du thé à la menthe, une soirée très agréable. Un rapport qualité prix correct.	0	1	1	1	1
g187147-d7910212-r273306333	Nous y sommes allés le 14 mai en couple avec notre fils. Cuisine bonne mais rien d'extraordinaire, lotte, pintade... Un menu enfant avec un seul choix de plat et pas possible d'avoir autre chose, nous avons dû commander la pintade beaucoup trop copieuse pour un enfant de 8 ans qui nou sa été compté en plat adulte à 25 euros ! Une très chère volaille !  Bref 140 euros à 3 avec 2 verres de vin et une limonade, c'est trop pour un déjeuner très simple. Service moyen avec un jeune homme dont, à mon avis ce n'est pas le métier. Le patron breton est, lui, sympa !	0	1	1	0	1
g187147-d793191-r257724950	Très conviviale, c'est plus qu'un restaurant,on se sent en famille.Un repas et un vin irréprochable, service impeccable.	0	1	1	1	0
g187147-d793296-r180039349	Malgré la bonne volonté de la serveuse, on sent l'endroit assez mal organisé. En effet , entre les plats qui arrivent en retard et ceux qui ne sont pas cuits comme demandé, c'est un peu agaçant. Les produits sont bons et de bonne qualité cependant et l'endroit, même si un peu sombre à mon goût, n'est pas désagréable. A améliorer pour que cela devienne une vraie bonne adresse !	0	1	1	1	0
g187147-d795288-r194158635	Nous avons beaucoup fréquenté ce petit restaurant , mais là il a beaucoup baissé ... On repart avec une faim de loup car les assiettes sont minuscules, et l addition ..., très salée ... Les plats sont pas mal, mais il y a tellement mieux dans le quartier comme restaurant Thaïlandais! A éviter si on tient à son porte monnaie...! 	0	0	1	0	1
g187147-d796790-r259054204	Bel endroit certes et c'est tout ce que je pourrai écrire de positif. Un service inexistant et totalement désordonné ; un patron qui passe plus de temps à discuter avec ses amis en plein milieu de la salle de restaurant plutot que de faire son travail. Une ambiance qui se veut bobo / parisienne mais alors plutot sur le déclin vu le panel (âgé) de la salle. Quant à la nourriture, elle est horrible. A éviter absolument .	0	1	1	1	0
g187147-d7972483-r271185057	Un excellent repas mélangeant saveur américaines et savoir faire français de l'entrée jusqu'au dessert. Nous étions 5 et avons gouté 2 entrées, 5 plats et 4 desserts, tous excellents et très bien préparés, particulièrement les entrées. L'ambiance est chaleureuse et originale et le service sans fausses notes et amical est de plus assez rapide.La sélection des vins est en accord avec la carte et le prix avec la votre ;).	0	1	1	1	1
g187147-d798971-r246183177	A recommander, plats excellents, qualité irréprochable, rapport qualité/prix intéressant. Notre choix, magret de canard, délicieux, cassoulet, excellent et côtes d'agneau à se lécher les babines. Les desserts ne sont pas en reste, charlotte au choco, pain perdu et café gourmand. Personnel hyper sympa et de bon conseil. Nous y reviendrons !! 	0	1	1	0	1
g187147-d799578-r31693043	"L'intérieur est sympathique, l'ambiance chaleureuse, le service ""à la bonne franquette"". Un rapport qualité-prix correct pour le quartier . En revanche, les plats que nous avons commandés n'avaient franchement rien d'exceptionnel : légumes pas assez cuits, une souris d'agneau servie en grosse portion, sans finesse aucune. Bon choix de vins. La ballade romantique apres le repas s'impose."	1	1	1	1	1
g187147-d803519-r282932467	A deux 19h, un apéro qui se transforme en dîner. Petite salade d'été, simple fraîche et pas cher. Tiramisu a la fraise efficace en fin de dîner. Service sympa, l'équipe très jeune. un des serveurs a le physique d'un enfant de 15ans ;) mais très dynamique et sympa. J'y venais souvent il y a quelques année, l'été sur des grandes tables en terrasse à partager de super moments avec ma famille. Dommage que je n'ai pas réussi à retrouver cet esprit ce soir la.	0	1	1	1	1
g187147-d803911-r185527774	Un restaurant surement très réputé mais alors il y a longtemps... La décoration est restée comme avant et cela a son charme. Mais dans l'assiette aucune cuisine, du réchauffé industriel comme au resto d'entreprise! Un serveur sympathique mais c'est le seul point positif. Allez donc dans une brasserie, vous serez moins déçus.	0	1	1	1	0
g187147-d804109-r161366715	"Très passable, des prix qui refroidissent, un accueil plus que moyen. Et en prime quand un serveur marche sur vos affaires et casse quelque chose, aucune excuse, on vous apporte la note très rapidement... Et quand on demande au moins des excuses, on se fou de nos tetes et on est ""gentiment"" prié de ne pas revenir (pour la faire courte). C'est sûr je n'y remettrais plus les pieds !! C'est une honte !"	0	1	0	0	1
g187147-d809052-r241016390	Même en cherchant bien nous ne trouvons toujours pas de points positifs à ce repas! Service très lent et désordonné, cuisine surgelée et mauvaise, des assiettes banales qu'un enfant peut préparer et qui ne mettent pas en appétit ... Aucune excuse pour le service et l'attente. 0 sur toute la ligne. Plus jamais cet attrape-touristes 	0	1	1	0	0
g187147-d895824-r231506893	Je ne conseillerais pas cet établissement. J'ai pris un tartare coupé au couteau mais le boeuf était de très mauvaise qualité, la viande toute fibreuse et dure et le plat n'avait donc aucune saveur. Moi qui adore le tartare, je n'en ai même pas mangé les 3/4. Ce n'était pas frais et la viande était mauvaise.	0	0	1	0	0
g187147-d945494-r280101574	Un ami nous a recommandé ce restaurant, et il a eu bien raison. Accueil très chaleureuse , service impeccable, les gerants sont très sympathique et très professionnel. La qualité de la nourriture est juste magnifique, on peut même repartir avec des petits pots ou ingrédients utilisé par le restaurant qui sont vendu à la sortie. Je le recommande grandement 	0	1	1	0	0
g187147-d947484-r266104321	L'accueil est vraiment conviviale, c'est un petit paradis quand on est en terrasse, la cuisine est excellente. Je le conseille vivement.	0	1	1	1	0
g187147-d949737-r258138594	Par malchance je n'avais pas consulté les avis avant de décider de notre dîner dans ce restaurant quelle erreur ! Cela m'oblige à être très désagréable pour cet avis malgré ma nature conciliante. Nous choisissons le menu à 39€ L'apéritif inclus ne nous est pas servi et les entrées sont amenées précipitamment jusque là rien de trop grave ...foie gras et saumon corrects puis une heure d'attente pour avoir les plats : un tartare et un pavé au poivre la viande devait être de qualité correcte sensée être une sélection Hugo Desnoyer (mauvaise idée de laisser maltraiter ainsi ses produits) mais si le tartare est mangeable bien que peu assaisonné le pavé lui est cuit façon semelle sèche et charbonneuse mais effectivement saignante à coeur, un exploit et l'huile utilisée pour les frites n'a pas dû être filtrée donc elles sont plutôt bonnes mais grises ... De nouveau 30 à 40 mn d'attente pour les desserts qui ne sont pas mangeables et renvoyés à la 2ème bouchée tarte fine au pommes trop froide et glace vanille arrivée à moitié fondue et pour mon mari crêpes cartonnées ... Les erreurs se multiplient sur 3 tables de clients proches... Passons rapidement sur la carafe d'eau arrivée à mi repas et le vin jamais resservi la musique façon rave pas adaptée et pour finir pas un geste sur l'addition pour nous rendre plus indulgents ? Le cadre sympathique et un peu de professionnalisme pourraient redresser la barre mais à l'heure actuelle rapport qualité prix réellement exécrable Passez votre chemin !	0	1	1	1	1
g187147-d953748-r244202182	De pire en pire... cette crêperie que nous côtoyons depuis bientôt 10 ans a gagné en décoration autant qu'elle a perdu en goût et qualité dans les assiettes... Crêpes et galettes qui arrivent 2min30 après avoir passé la commande...très sèches...pas de saveurs et surtout une soirée de crampes d'estomac pour les 4 personnes qui étaient autour de la table, à peine 20min après le diner !!! Nous regrettons la bonne crêperie d'il y a quelques années et n'y retournerons finalement plus ! Malgré une terrasse ensoleillée et verdoyante très agréable aux beaux jours...DOMMAGE 	0	0	1	1	0
g187151-d2632598-r222747220	Restaurant de village. Bon accueil mais service un peu long. Nous n'avons goûté que les pizzas qui étaient quelconques. Tarifs très raisonnables.	0	1	1	0	1
g187151-d3325374-r135868379	Service ultra lent, serveuses sans sourire ni amabilité minimale, besoin de réclamer la carte, galette œuf jambon fromage sans saveur et triste présentation. Gros effort à faire sur la cuisine et le service.	0	1	1	0	0
g187151-d3325374-r277158312	Quel horrible souvenir ! Nous avons été attiré comme les autres personnes par la terrasse et les prix bas. Mais dès que nous avons été installé ce fut un désastre. Nous avons demandé du Coca-Cola et on nous a servi du soda discount sans nous en avoir informé, qui plus est il était chaud. Lorsque nous l'avons fait remarqué, les serveuses ont pris l'air de ne pas comprendre. Nous avons commandé un menu. L'entrée était très maigre, surtout de la salade. Puis la serveuse et son mari le cuisiner se sont mis à parler à côté de notre table de leur fils qui était malade et qui n'arrivait pas aller aux toilettes (ils ont bien sur prononcé des mots grossiers devant nous). Cela nous a tellement dégouté que nous sommes partis avant même d'attendre le plat principal. La serveuse a rigolé quant nous lui avons expliqué ne pas apprécier leur conversation, nous avons donc compris le sérieux de l'établissement .... Je vous déconseille totalement ce restaurant médiocre ou malheureusement beaucoup de touristes étrangers se font piéger. Les toilettes étaient sales. J'ai remarqué un petit écriteau qui indiqué que leur viande de canard venait des pays de l'Est, un comble pour le pays du cassoulet. Cet écriteau était bien caché à l'intérieur de l'établissement pour ne pas que les clients en terrasse le voient.	0	1	1	1	1
g187155-d2467288-r225229825	Test du menu à 9.90 plat et dessert : pièce de bœuf de 3 millimètres d épaisseur 4 centimètres de large sans goût une honte, desset crème caramel au beurre salé industrielle chimique pas bon Je déconseille ce restaurant	0	0	1	0	0
g187155-d2656941-r251469423	"Nous étions venu le midi avec mon ami qui avait un très bon souvenir de ce restaurant et a donc bien insisté sur le ""topissime"". Nous saluons et demandons une table, ce qui pour des restaurateurs est le comble, nous avons eu l'air de les déranger , je n'avais jamais vu ça, les clients les gonflaient, clairement ! aucune politesse et installation à une table sale qui l'est restée même lorsque nous avons pris place. Pendant le repas, nous avons vu un serveur dégouté de son travail (ou peut être de l'ambiance à son travail ) ; la ""patronne"", en tout cas, celle qui avait l'air d'avoir un poste plus élévé, est celle qui a été la plus désagréable. La nourriture, intolérable ! des plats sans passion, vaisselle cassée, plat du jour ( riz crustacés en gros ) très sec, sans sauce, gambas pas fraîches, une pauvre décoration superflue... bref aucun goût. Si encore les plats avaient pu rattrapper le personnel !! La prochaine fois, eh bien il n'y en aura pas ici en tout cas ! Nous sommes venus courant MAI 2013 ( j'ai mis fev 2014 mais on peut pas remonter avant ) et je ne poste qu'aujourdh'ui, mais ce restaurant, qui n'en est pas un, m'a tellement fait halluciner, (car oui des gens ouvrent un resto en ayant absolument rien compris au business ) que je me suis promie de le relever !! et je me promets la prochaine fois de quitter le restaurant dès le début ! Il devrait être interdit de payer pour cela ! C'est une insulte à l'art, qu'est la cuisine. L'explication de ce désastre pourrait provenir d'un repreneur peu scrupeuleux ? car entretemps je vois des avis positifs, ce qui me laisse dubitative.."	0	1	1	1	0
