id	hotel	review_type	review	tokens
n647	boutique	negatif	Pour ceux qui viennent en voiture, obligation de payer le parking intérieur de l’hôtel car stationnement très compliqué sinon.	hotel voiture complique venir stationnement interieur obligation payer parking
p648	boutique	positif	Situation géographique parfaite, confort et propreté parfaite. Super petit déjeuner	super proprete situation geographique parfait confort petit-dejeuner
p649	boutique	positif	Hôtel plein centre. Espace très cosy pour prendre le petit déjeuner avec un poêle très appréciable au mois de janvier.	hotel espace prendre poele cosy appreciable janvier mois centre petit-dejeuner
p650	boutique	positif	Emplacement parfait avec possibilité de parking. Chambre spacieuse, calme. Le petit déjeuner varié et savoureux.	varier petit-dejeuner parfait spacieux possibilite savoureux chambre parking emplacement calme
n650	boutique	negatif	RAS	rien_a_signaler
p651	boutique	positif	Réception H24	reception hNUM
p652	boutique	positif	Superbe hotel, propre, décoré avec très bon gout. L'emplacement est parfait, en plein coeur de la ville sans être dérangé par les nuisances sonores du port. le petit déjeuner est copieux et propose un bon choix	hotel decorer sonore ville choix parfait copieux coeur proposer port propre gout nuisance superbe derange emplacement petit-dejeuner
n652	boutique	negatif	le cout du parking : 13€ la nuit	cout nuit parking NUM€
p653	boutique	positif	L'accueil sympathique, la sobriété de la décoration. Le confort.	confort decoration sympathique sobriete accueil
p654	boutique	positif	Tout bien ! Accueil fluent. Chambre chaleureuse, bien agencée, propre et calme.	chaleureux fluent agencer propre chambre accueil calme
n654	boutique	negatif	Rien	
p655	boutique	positif	Une jolie parenthèse très agréable calme avec un personnel aux petits soins quelque soit le moment d'intervention. Bons produits également.	agreable petit intervention personnel parenthese joli soin produit moment calme
n655	boutique	negatif	L'absence d'une porte (même symbolique) entre la salle de bain et la chambre, pas super pour l'intimité.	super porte intimite chambre symbolique absence salle_de_bain
p656	boutique	positif	Joli, confortable et chaleureux	joli chaleureux confortable
p657	boutique	positif	Endroit cosy, calme et confortable Personnel très agréable Je reviendrai à titre personnel sans hésiter	revenir agreable personnel cosy confortable hesiter endroit titre calme
n657	boutique	negatif	Rien	
p658	boutique	positif	On a aimé la diversité des choix dans le petit déjeuner. On a aimé la proximité de l'hôtel avec le centre ville.	hotel proximite choix diversite centre-ville aime petit-dejeuner
n658	boutique	negatif	On a trouvé que la chambre était trop chauffée (on a demandé à baisser la température).	temperature baisser trouver chauffer demande chambre
p659	boutique	positif	L’emplacement, la propreté, le calme du coin bar.	proprete bar coin emplacement calme
p660	boutique	positif	Emplacement parfait proximité du port accessible à pieds, parking privé permettant de faciliter le séjour, chambre propre literie très confortable, petit déjeuner varié. Le personnel est très agréable.	varier pied petit-dejeuner agreable personnel proximite parfait confortable prive chambre literie faciliter port sejour propre parking emplacement accessible
p661	boutique	positif	La deco et la sympathy du personnel	deco sympathy personnel
n661	boutique	negatif	Rien	
p662	boutique	positif	Moderne et charmant	charmant moderne
n662	boutique	negatif	Tout	
p663	boutique	positif	Très bel hôtel, super emplacement.  Le petit déjeuner était très bon, avec des produits frais et variés.	varier super hotel bel produit frais emplacement petit-dejeuner
p664	boutique	positif	Emplacement idéal  Chambre spacieuse	chambre spacieux ideal emplacement
n664	boutique	negatif	Chauffage un peu léger dans la chambre	chambre chauffage leger
p665	boutique	positif	"Chambre ""cosy"", très bon emplacement de l'hôtel, petit déjeuner agréable sous une verrière et un personnel particulièrement aimable et disponible"	agreable hotel personnel cosy verriere aimable chambre disponible emplacement petit-dejeuner
n665	boutique	negatif	rien de particulier	
p666	boutique	positif	Accueil irréprochable, décoration soignée, situation idéale, petit déjeuner de qualité, ascenseur, kids friendly, rapport qualité prix excellent.	soigner ascenseur situation friendly rapport_qualite-prix kid decoration excellent qualite irreprochable ideal accueil petit-dejeuner
n666	boutique	negatif	Manque une prise usb c et un sèche cheveux. Dommage que la salle d’eau soit ouverte sur l’entrée dans une cosy supérieur double.	superieur salle_de_eau cosy double manque dommage entree usb seche-cheveux prise
p667	boutique	positif	très bien situé, gréable séjour	greable situer sejour
n667	boutique	negatif	plateau bar ,,,	bar plateau
p668	boutique	positif	J'ai adoré la planche de charcuterie et de fromages à grignoter .	adorer planche grignoter fromage charcuterie
n668	boutique	negatif	Le parking , les places sont un peu étroites mais c'est vraiment un détail.	etroit detail place vraiment parking
p669	boutique	positif	Établissement très bien tenu avec un accueil personnalisé, ce n est pas une chaîne !  Petit déjeuner excellent	etablissement chaine tenu excellent accueil personnaliser petit-dejeuner
p670	boutique	positif	La localisation de l'hôtel est parfaite, le personnel est très agréable et attentionné Hôtel équipé d'une petite salle de sport, petit plus très apprécié	agreable hotel petit personnel attentionne parfait apprecier salle_de_sport localisation equipe
n670	boutique	negatif	Aucun point négatif à signaler	negatif point signaler
p671	boutique	positif	L’emplacement est top et les parties communes très conviviales et chaleureuse !	convivial chaleureux partie_commune top emplacement
p672	boutique	positif	L emplacement de l hôtel Le style de l hôtel ( déco, propreté) et surtout la gentillesse du personnel	hotel proprete style personnel gentillesse deco emplacement
p673	boutique	positif	Très bel hôtel, personnel accueillant, chambre propre et joliment décoré, petit déjeuner copieux et qualitatif. Placé en bordure de centre-ville, parking de l'hôtel conseillé.	conseiller hotel bel personnel joliment decorer qualitatif parking place copieux propre centre-ville chambre bordure petit-dejeuner accueillant
p674	boutique	positif	Très bel hôtel, très bon emplacement à deux pas à pied du vieux port. Le buffet pour le petit dej est excellent avec beaucoup de choix. Le personnel est très présent et accueillant. Super séjour, nous recommandons !	recommander pied super hotel bel personnel present choix excellent buffet sejour a_deux_pas accueillant petit-dejeuner emplacement vieux_port
p675	boutique	positif	Le petit déjeuner délicieux.	delicieux petit-dejeuner
p676	boutique	positif	L'emplacement et le parking sont un vrai plus dans cette superbe ville de La Rochelle. La chambre était particulièrement confortable et agréable.	agreable ville confortable rochelle vrai chambre superbe parking emplacement
p677	boutique	positif	Le calme.La propreté.L’accueil.Le bon petit déjeuner.	petit-dejeuner proprete accueil calme
p678	boutique	positif	Très bon accueil.  Excellent petit déjeuner. Qualitatif. Choix alimentaire abondant.  Le salon sous la verrière.	abondant qualitatif choix verriere excellent salon alimentaire accueil petit-dejeuner
n678	boutique	negatif	La vue extérieur depuis la fenêtre de la chambre, sans intérêt particulier.	interet chambre fenetre vue exterieur
p679	boutique	positif	Emplacement de l'hôtel très bien !  L'équipe de l'hôtel très sympa.  Grande chambre nickel.  Dîner et petit déjeuner délicieux.	hotel nickel grand diner delicieux chambre equipe petit-dejeuner emplacement sympa
p680	boutique	positif	Bon accueil et amabilité du personnel. Accessibilité à la salle de sport avec serviettes et boissons	personnel amabilite serviette salle_de_sport boisson accessibilite accueil
n680	boutique	negatif	Quelques courants d'air au petit déjeuner	courant air petit-dejeuner
p681	boutique	positif	le Week end complet	complet week-end
n681	boutique	negatif	rien a dire	
p682	boutique	positif	La disponibilité du personnel	disponibilite personnel
p683	boutique	positif	Bien situé. calme et silencieux , propre et confortable. Petits déjeuners copieux	silencieux confortable situer copieux propre petit-dejeuner calme
p684	boutique	positif	l'ensemble	ensemble
n684	boutique	negatif	la panne de canal +	canal panne
p685	boutique	positif	J'ai déjà séjourné plusieurs fois au Saint-Nicolas pour le travail, et pour les loisirs, et j'y reviendrai à nouveau. Il est idéalement situé, abordable en tarif, confortable et décoré avec goût, aussi bien dans les chambres que dans les parties communes. Les lits sont super confortables et l'isolation phonique est parfaite.	tarif lit parfait confortable isolation_phonique saint revenir super situer loisir idealement partie_commune abordable gout decorer nicolas travail chambre sejourner nouveau
p686	boutique	positif	Idéalement placé pas loin du port dans une petite rue au calme. Nous avons aimé prendre notre apéritif au coin du poêle. Les chambres sont très propres et bien équipées. Personnel très sympa et souriant.	idealement rue petit prendre loin poele personnel souriant coin sympa equiper place aperitif propre port chambre aime calme
n686	boutique	negatif	Tout était bien.	
p687	boutique	positif	Chambre cosy chouchou et extrêmement propre	chouchou cosy propre chambre extremement
n687	boutique	negatif	J’ai tout aimé	aime
p688	boutique	positif	Emplacement hôtel  et confort literie	literie hotel emplacement confort
p689	boutique	positif	Personnel très sympathique et à votre écoute	sympathique ecoute personnel
n689	boutique	negatif	Les oreillers sont un peu durs  Manque de traversins	traversin manque dur oreiller
p690	boutique	positif	Très bon emplacement, hôtel cosy et très bon accueil.	cosy hotel accueil emplacement
p691	boutique	positif	Accueil d une hôtesse rayonnante et de bons conseils propreté chambre agréable et du goût  Repas en chambre excellent  Emplacement	agreable proprete conseil hotesse excellent repas rayonnant chambre gout accueil emplacement
p692	boutique	positif	Confort  Ecran plat Plateau bouilloire  Prix pour le chien correct	plateau ecran prix confort correct chien bouilloire plat
n692	boutique	negatif	Manque de quoi suspendre les serviettes côté salle de bains	suspendre serviette manque cote salle_de_bain
p693	boutique	positif	Emplacement parfait, décoré avec goût, literie confortable	decorer parfait confortable literie gout emplacement
n693	boutique	negatif	RAS	rien_a_signaler
p694	boutique	positif	Complet et très varié	varier complet
p695	boutique	positif	Très bien situé dans le centre ville de La Rochelle.	rochelle situer centre-ville
n695	boutique	negatif	Le lavabo de la salle de bain était bouché	lavabo salle_de_bain bouche
p696	boutique	positif	Très bon emplacement, le personnel est très aimable, petit-déjeuner très bon. Chambre sans vis-à-vis ce qui est agréable.	agreable personnel vis aimable chambre emplacement petit-dejeuner
n696	boutique	negatif	Prix du petit-déjeuner un peu élevé. PQ pas top	top prix pq eleve petit-dejeuner
p697	boutique	positif	L’emplacement, la propreté et l’accueil. Très bon rapport qualité/prix	rapport_qualite-prix accueil emplacement proprete
p698	boutique	positif	Tout était parfait - un déjeuner exceptionnel	dejeuner exceptionnel parfait
n698	boutique	negatif	Ras	rien_a_signaler
p699	boutique	positif	Accueil très agréable, délicieux petit déjeuner, et surtout hôtel très bien situé ! On y retournera c est sûr.	agreable hotel sur situer delicieux retourner accueil petit-dejeuner
n699	boutique	negatif	Rien	
p700	boutique	positif	Petit déjeuner.  Personnel très efficace et aimable . Accueil variable ( certaines personnes un peu fermées.	personnel efficace fermer aimable variable accueil petit-dejeuner
n700	boutique	negatif	mauvaise isolation de la fenêtre pourtant neuve  Cela ne nous a pas empêché de dormir cependant . Mais à signaler	isolation empecher fenetre pourtant dormir signaler mauvais
p701	boutique	positif	Emplacement idéal Chambre spacieuse et confortable Accueil parfait	parfait confortable spacieux chambre ideal accueil emplacement
n701	boutique	negatif	Rien	
p702	boutique	positif	La chambre très bien. Le petit déjeuner également. Personnel très accueillant.	chambre accueillant personnel petit-dejeuner
n702	boutique	negatif	Rien	
p703	boutique	positif	Emplacement central tout près du port et du centre ville avec parking très utile. Super petit déjeuner. Très bon room service. Chambres très confortables et très bien équipées.	super utile confortable service chambre equiper central centre-ville port room parking emplacement petit-dejeuner
p704	boutique	positif	L'accueil, la courtoisie du personnel, le confort, l'emplacement, le parking, le petit déjeuner, la déco raffinée et chaleureuse.	chaleureux personnel parking confort deco raffine courtoisie accueil emplacement petit-dejeuner
n704	boutique	negatif	Sans objet	objet
p705	boutique	positif	la chambre était très bien rien à dire le lit était confortable toute les chaînes à la télé et nous avions un balcon, le petit déjeuner était délicieux,	lit confortable chaine balcon delicieux chambre tele petit-dejeuner
n705	boutique	negatif	très compliqué de trouver une place pour se garer, et tout les parking proche sont payant	complique trouver place payant garer parking
p706	boutique	positif	L'emplacement de l'hôtel, la gentillesse du personnel, le confort de la chambre, bon petit dejeuner	hotel personnel confort gentillesse chambre emplacement petit-dejeuner
n706	boutique	negatif	Dommage oubli de réserver le parking, devions aller au parking communal pas trop cher cependant et pas trop éloigné	oubli communal dommage reserver eloigne parking
p707	boutique	positif	Déco très contemporaine et jolie, parking très pratique, ambiance calme mais chaleureuse. Petit déjeuner très varié avec des produits sains et des gâteaux faits maison. Chambre calme et reposante. Personnel très disponible	varier petit-dejeuner gateau chaleureux reposant ambiance personnel sain contemporain joli pratique disponible deco produit chambre maison parking calme
p708	boutique	positif	Très bon accueil, la chambre était propre et confortable. L’hôtel est au calme, idéal pour se reposer	hotel confortable reposer propre chambre ideal accueil calme
p709	boutique	positif	L’ambiance, très reposant : véranda, musique, déco	veranda reposant ambiance musique deco
n709	boutique	negatif	Les travaux à côté d Emma chambre à 8h du matin	NUMh matin travail emma cote chambre
p710	boutique	positif	Emplacement convivial et propre	propre convivial emplacement
p711	boutique	positif	Le geste de l hôtel qui nous a surclassé dans une suite puisqu il n était pas possible de réserver une place de parking a cause de la météo!	hotel geste suite puisqu place reserver meteo cause surclasser parking
n711	boutique	negatif	Le volet roulant ne fonctionnait pas	roulant fonctionner volet
p712	boutique	positif	Emplacement centre du vieux La Rochelle et CALME malgré tout !!! Propreté irréprochable	emplacement proprete vieux rochelle irreprochable centre calme
n712	boutique	negatif	Rien !	
p713	boutique	positif	Une situation exceptionnelle au cœur de la Rochelle, sur une placette sans voiture, tout se fait à pied, un garage en sous sol pour la voiture. Les chambres sont neuves et au dessus des standards d'un 3 étoiles. Ambiance très sympa, le personnel est adorable. Petit déjeuner copieux sous la véranda, un bonheur...	standard bonheur sympa pied situation NUM rochelle exceptionnel copieux etoiler petit-dejeuner veranda sol adorable voiture ambiance placette personnel garage coeur chambre
n713	boutique	negatif	Rien si ce n'est la pluie à La Rochelle.....	rochelle pluie
p714	boutique	positif	Localisation idéale. Très calme. Déco sympa.	calme deco ideal localisation sympa
p715	boutique	positif	Établissement de qualité situé en plein centre. La chambre est spacieuse, propre et possédant un king size à la literie d'un confort sans nom. Le personnel est d'une très grande gentillesse.  Et que dire du petit déjeuner, un vrai repas de brunch où tout est excellent. Bref je recommande à 1000% !!	recommander vrai qualite repas possedant centre kingsize situer confort nom spacieux gentillesse NUM propre literie petit-dejeuner brunch excellent grand personnel etablissement chambre
p716	boutique	positif	Le confort de l'hôtel et la gentillesse du personnel. L'emplacement est idéal pour des personnes voyageant en train.	voyager hotel personnel confort gentillesse train ideal emplacement
p717	boutique	positif	Très agréable, moderne, propre, calme. Le Petit déjeuner était vraiment top, copieux et frais.  Cherchez pas et réservez ! 😊	agreable calme top chercher moderne reserver copieux vraiment propre frais petit-dejeuner
p718	boutique	positif	Tout était parfait l emplacement la gentillesse et la réactivité du personnel la literie parfaite je recommande	recommander personnel parfait gentillesse reactivite literie emplacement
p719	boutique	positif	Très bel hôtel avec du cachet. Chambre décorée avec goût. Excellente literie. Petit déjeuner royal. Accueil et disponibilité du Personnel excellent. Emplacement calme et très bien situé. Parking clientèle.	royal calme hotel decorer bel personnel parking situer excellent cachet literie disponibilite clientele chambre gout accueil emplacement petit-dejeuner
p720	boutique	positif	L’emplacement, le cadre	cadre emplacement
n720	boutique	negatif	Isolation phonique des portes des chambres insuffisante	chambre insuffisant isolation_phonique porte
p721	boutique	positif	Hôtel très bien situé, proximité port et ville. Chambre très confortable et élégante, très calme protégée des bruits extérieurs et très bien insonorisée de l'intérieur. Les membres du personnel sont tous très respectueux, agréablement souriants et prêts à répondre au mieux aux demandes.	agreablement hotel proximite confortable interieur port exterieur respectueux pret souriant insonoriser situer proteger mieux bruit ville demande repondre membre personnel elegant chambre calme
p722	boutique	positif	Toutes les choses	chose
n722	boutique	negatif	Il n’y a pas.	
p723	boutique	positif	L'emplacement, l accueil, la propreté, le confort et le petit déjeuner.	proprete confort accueil emplacement petit-dejeuner
p724	boutique	positif	Chambre propre, fonctionnelle et lumineuse, décoration élégante	lumineux decoration fonctionnel propre elegant chambre
n724	boutique	negatif	Rien	
p725	boutique	positif	Hôtel tout rénové à neuf. Literie hyper confortable ! Petit déjeuner exceptionnel tant par la quantité que par la qualité. Personnel sympathique et lieu idéal pour visiter La Rochelle à pied.	pied hotel personnel visiter hyper renover confortable rochelle sympathique exceptionnel qualite quantite literie ideal lieu petit-dejeuner
n725	boutique	negatif	Petit bémol.il faudrait ajouter des accroche-serviettes dans la salle de bain.	petit serviette ajouter accroche bemol salle_de_bain falloir
p726	boutique	positif	tout	
p727	boutique	positif	Localisation confort amabilité du personnel	amabilite personnel localisation confort
n727	boutique	negatif	Rien	
p728	boutique	positif	Accueil chaleureux Personnel à l'écoute Hôtel très bien situé, chambre confortable et la décoration parfaite.	chaleureux hotel ecoute personnel parfait situer confortable decoration chambre accueil
p729	boutique	positif	Tout était bien.	
n729	boutique	negatif	Rien.	
p730	boutique	positif	L'emplacement de l'hôtel, le calme de la rue, la propreté des chambres et de la zone repas, le petit-déjeuner très varié avec des produits locaux, la possibilité de consommer sur place boissons et planches apéro, les conseils de visites de la réceptionniste, la possibilité de garer sa voiture au parking (attention il faut penser à demander tout de suite à la réservation car il n'y pas de places pour tous les clients)	varier receptionniste rue hotel consommer attention possibilite demander apero repas falloir client produit local emplacement petit-dejeuner visiter proprete penser suite planche reservation place garer boisson voiture conseil chambre zone parking calme
n730	boutique	negatif	La taille des places de parking qui sont un peu petites pour des voitures actuelles (il faudrait redessiner les places, quitte à en perdre une ou deux pour le confort des clients)	petit voiture perdre confort taille place quitte client redessiner falloir parking actuel
p731	boutique	positif	L'hôtel son emplacement la décoration tout était parfait. La gentillesse du personnel qui nous indique le stationnement et infos utile. La proximité de l'hôtel on peut laisser l'auto et visiter.	info hotel indique personnel visiter proximite parfait utile decoration gentillesse auto stationnement emplacement
p732	boutique	positif	Joli bâtiment, quartier très agréable, calme, bien situé, petit déjeuner excellent	petit-dejeuner agreable joli situer excellent quartier batiment calme
n732	boutique	negatif	Rien	
p733	boutique	positif	Situation idéale et hôtel de charme avec les prestations de qualité, équipements et déjeuner, produits de cosmétiques... Merci !!!	hotel situation equipement dejeuner charme qualite produit cosmetique ideal prestation
p734	boutique	positif	hôtel très bien situé, avec parking (avantage non négligeable à la Rochelle !) , très bien décoré , salle petit déjeuner agréable, petit déjeuner diversifié, chambre climatisée	agreable climatise hotel decorer situer diversifier chambre rochelle salle avantage negligeable parking petit-dejeuner
n734	boutique	negatif	le lavabo dans l'entrée de la chambre la télécommande minimaliste (notamment pour hausser le volume du son !!)	minimaliste hausser lavabo telecommande volume entree chambre
p735	boutique	positif	Silencieux Parfaite propreté Design moderne Très bon emplacement Petit déjeuner excellent mais un peu cher	silencieux proprete parfait moderne excellent design emplacement petit-dejeuner
n735	boutique	negatif	J'aurais aimé : sachant qu'il y avait 2 grandes serviettes et 2 petites - une patère supplémentaire pour faire sécher les grandes serviettes de toilette dans la SDB - une petite barre près du lavabo pour faire sécher les petites serviettes - une petite bouteille d'eau par personne (il n'y en avait qu'une)	patere supplementaire secher petit serviette sachant NUM grand barre lavabo eau salle_de_bain aime bouteille
p736	boutique	positif	Personnel très avenant, chambre bien disposée et sdb très fonctionnelle, excellent petit déjeuner, cet hôtel modernisé très bien situé près du port bénéfice en plus d'un parking privé, ce qui a La Rochelle est bien appréciable. Bon rapport qualité/prix.	avenant hotel personnel parking rapport_qualite-prix appreciable situer excellent prive fonctionnel rochelle port chambre moderniser salle_de_bain benefice petit-dejeuner disposer
p737	boutique	positif	Nous avons aimé la décoration, le confort de la chambre et surtout de la literie. Le personnel est très accueillant et professionnel. L’emplacement est idéal pour tout faire à pied!	professionnel pied personnel confort decoration chambre literie ideal aime emplacement accueillant
n737	boutique	negatif	En période de forte chaleur nous avons manqué d’un petit frigo dans la chambre pour mettre des boissons au frais.	petit boisson chaleur mettre manque forte frais chambre frigo periode
p738	boutique	positif	Bonne situation géographique, à proximité de tout. Personnel fort agréable et professionnel. Je PDJ complet, il y a même du bio. Cadre agréable et calme. Je recommande	professionnel cadre agreable calme recommander personnel situation geographique proximite bio fort complet petit-dejeuner
p739	boutique	positif	Le bar pour se restaurer au rez de chaussée, la proximité avec le centre ville, la cafetière à disposition en chambre, peu bruyant, personnel à l’écoute, chambre et hôtel très propre !!	hotel rez-de-chaussee ecoute personnel bar bruyant proximite restaurer centre-ville disposition chambre propre cafetiere
p740	boutique	positif	S était le deuxième séjour a l boutique, la chambre était même supérieure a notre premier séjour, l emplacement parfait avec parking privé et près d une petite place avec restaurant....	saint hotel superieur petit restaurant nicolas parfait place sejour prive chambre parking emplacement
p741	boutique	positif	Tout ! Et parking sous-sol top pour les voitures !!	top sol parking voiture
n741	boutique	negatif	Rien	
p742	boutique	positif	Tout	
p743	boutique	positif	le design, l’architecture intérieure, la beauté de la salle de déjeuner	architecture interieur design salle_de_dejeuner beaute
p744	boutique	positif	Hotel proche de tous. Personnel accueillant et agréable.	accueillant agreable hotel personnel
p745	boutique	positif	Emplacement idéal, parking disponible, chambres rénovées avec goût et confortables. Possibilité de laisser son véhicule au parking le temps de déjeuner.	temps renover confortable disponible dejeuner possibilite chambre gout ideal vehicule parking emplacement
n745	boutique	negatif	Wc dans la sdb, gel douche vide.	wc vide gel douche salle_de_bain
p746	boutique	positif	Très belle chambre, malheureusement sans porte de salle de bain et avec une porte des toilettes sans isolation phonique. Personnel très compétent, serviable et sympathique, hall magnifique et buffet de petit déjeuner copieux.	magnifique porte personnel hall toilette serviable competent sympathique isolation_phonique copieux malheureusement buffet chambre salle_de_bain petit-dejeuner
n746	boutique	negatif	Rien, tout était super	super
p747	boutique	positif	Un accueil, et in séjour de qualité	qualite accueil sejour in
n747	boutique	negatif	Une chambre cosy, propre, des équipements de qualités.	cosy equipement qualite propre chambre
p748	boutique	positif	proximité du port et du centre ville . le parking , et l’accueil	parking proximite centre-ville port accueil
n748	boutique	negatif	chambre confortable et petit déjeuner super	chambre super confortable petit-dejeuner
p749	boutique	positif	Un hôtel avec un très bon emplacement, notre chambre avec jolie vue sur les toits était très mignonne, l’accueil, le parking privé (payant bien sûr) et surtout le petit déjeuner étaient vraiment parfait. Hôtel rénové avec goût. A recommander sans hésiter	recommander hotel sur mignonne parfait vue vraiment renover chambre emplacement petit-dejeuner gout accueil joli payant hesiter prive toit parking
n749	boutique	negatif	Rien	
p750	boutique	positif	Nous avons reçu un excellent service à l'accueil: Yann nous a conseillé d'excellents restaurants et un parcours pour faire du vélo. Nous avons d'ailleurs pu louer des vélos directement à l'hôtel. La chambre n'était pas très grande mais parfaite pour une nuit ou deux, et la salle de bain était impeccable. Petit +: Prendre le délicieux et très complet petit déjeuner de l'hôtel sous la verrière ou la terrasse!	velo conseiller hotel parfait nuit louer complet yann service parcours delicieux recevoir petit-dejeuner petit prendre restaurant verriere excellent grand impeccable terrasse accueil chambre salle_de_bain
p751	boutique	positif	trop beau	
n751	boutique	negatif	la Clim trop forte !	clim forte
p752	boutique	positif	position centralisée. Tout peut se faire à pied dans la vieille ville. Hôtel très confortable et petit déjeuner variés et copieux. ￼	varier pied hotel ville confortable vieux centraliser position copieux petit-dejeuner
p753	boutique	positif	La situation tout proche du vieux port  Parking privé pour les voitures à l’intérieur de l’hôtel  Les vélos aussi à l’intérieur dans un coin du parking  PDJ très copieux et varié : salé/sucré	varier velo petit-dejeuner sucrer hotel voiture situation coin sale interieur copieux prive parking vieux_port
n753	boutique	negatif	Nos vélos à assistance étaient bien sécurisés sur le parking de l’hôtel, mais absolument pas protégés de la pluie. Une partie couverte serait la bienvenue	securiser velo partie couverte hotel bienvenu pluie assistance proteger parking
p754	boutique	positif	très belle bâtisse joliment rénovée , proche du port, très bonne literie	joliment renover batisse port literie
p755	boutique	positif	Rien à redire, accueil charmant sympathique et avenant, établissement très propre, buffet du petit déjeuner très généreux chapeauté par une dame serviable et souriante. Établissement à conseiller sans hésiter !	avenant conseiller redire souriant etablissement genereux dame serviable charmant chapeaute sympathique buffet hesiter propre accueil petit-dejeuner
p756	boutique	positif	Un emplacement au top à 5 mn du centre mais vraiment au calme , une très bonne literie et une salle de sport très bien équipée....sans compter le petit déjeuner vraiment excellent avec des produits locaux , on s'est régalés. Le personnel est très agréable et serviable, nous reviendrons avec plaisir!!!  Un parking à disposition (sup) en cas de besoin, bien pratique pour notre grosse moto!	grosse equipee besoin moto vraiment disposition mn centre revenir agreable NUM regaler produit local literie emplacement petit-dejeuner compter sup top serviable pratique excellent plaisir cas personnel salle_de_sport parking calme
n756	boutique	negatif	rien	
p757	boutique	positif	Tout …le parking, l’accueil , la déco , la chambre le petit déjeuner , l’emplacement … nous le conseillerons avec plaisir 😃	conseiller parking deco plaisir chambre accueil emplacement petit-dejeuner
n757	boutique	negatif	le sèche cheveux , trop lourd avec le bouton qu’il faut maintenir pendant le séchage	seche-cheveux sechage bouton maintenir falloir lourd
p758	boutique	positif	Accueil, propreté et localisation	localisation accueil proprete
p759	boutique	positif	Tout était parfait !  L'emplacement de l'hôtel, une literie de grande qualité, un personnel d'une grande gentillesse et professionnalisme, un petit déjeuner avec des produits maison excellents. Merci pour ce séjour !	hotel personnel parfait excellent grand gentillesse professionnalisme qualite produit sejour literie maison emplacement petit-dejeuner
p760	boutique	positif	Tout a été très bien: l'emplacement, la propreté, le confort, et enfin, l'accueil. Merci à toute l'équipe, on reviendra, avec plaisir!	revenir proprete confort plaisir equipe accueil emplacement
p761	boutique	positif	chaleureux très bien placé et en même temps au calme	place chaleureux calme temps
p762	boutique	positif	Confort de la literie, déco de la chambre, situation géographique de l'hôtel	hotel situation geographique confort deco chambre literie
p763	boutique	positif	Hôtel très bien situé, très confortable tout en ayant une touche de modernité, personnel aimable et disponible. Petit déjeuner copieux, varié dans une salle agréable. Parking payant sur demande. Une très belle expérience.	varier agreable experience hotel modernite personnel parking demande confortable situer aimable payant copieux salle disponible petit-dejeuner
n763	boutique	negatif	Un léger défaut de chasse d'eau pris en compte par l'établissement.  Tout le reste était parfait.	leger etablissement parfait compte pris eau defaut chasse
p764	boutique	positif	propreté et situation géographique	geographique situation proprete
n764	boutique	negatif	rien	
p765	boutique	positif	Super petit déjeuner et personnel très gentil	super personnel gentil petit-dejeuner
p766	boutique	positif	Emplacement idéal pou découvrir le centre de La Rochelle à pied. Belle décoration, petit déjeuner excellent et varié.  Petit service restauration proposé si vous êtes trop fatigués pour sortir le soir. Accueil des vélos dans le parking sécurisé.	varier velo decouvrir restauration centre pied pou service rochelle emplacement petit-dejeuner soir petit excellent ideal accueil fatiguer securiser decoration sortir parking proposer
n766	boutique	negatif	Rien	
p767	boutique	positif	Emplacement idéal. Très propre, vraiment très cosy. Je reviendrai sans hésiter et je recommande très sincèrement !!!	revenir recommander sincerement cosy vraiment hesiter propre ideal emplacement
p768	boutique	positif	l’accueil  la propreté la situation géographique	geographique situation accueil proprete
p769	boutique	positif	Hôtel parfait, déco magnifique, chambre très agréable, très bien équipée, literie confortable. Personnel parfait, souriant aimable et a l'écoute. Petit déjeuner très varié, des produits de qualité.	varier magnifique agreable hotel souriant ecoute personnel equipee parfait confortable aimable deco qualite produit chambre literie petit-dejeuner
n769	boutique	negatif	Avoir un véritable jus d'oranges pressées ! Mais c'est vraiment pour chipoter ! 😉	jus_de_orange chipoter vraiment veritable presser
p770	boutique	positif	Hôtel cosy , joliment décoré, neuf ,propre ,petit déjeuner excellent ,personnel très sympathique et professionnel	professionnel hotel decorer joliment personnel cosy excellent sympathique propre petit-dejeuner
p771	boutique	positif	hôtel charmant avec un personnel à l’écoute et très aimable. la décoration est de très bon goût, l’hôtel est en plein cœur du vieux port de La Rochelle. c’est super ! la chambre et de qualité et le petit déjeuner était composé de produits frais maison. un vrai bonheur	hotel ecoute bonheur aimable vrai qualite frais super rochelle produit petit-dejeuner compose charmant gout maison vieux_port personnel decoration coeur chambre
p772	boutique	positif	très bien situé tres propre personnel très agréable et avenant.	agreable avenant personnel situer propre
n772	boutique	negatif	les toilettes sont trop étroites et la vmc ne fonctionnait pas	toilette etroit fonctionner vmc
p773	boutique	positif	super emplacement, personnel très sympathique, belle décoration, superbe petit déjeuner	super personnel decoration sympathique superbe emplacement petit-dejeuner
p774	boutique	positif	emplacement :proche du centre dans un quartier sympa avec ambiance jeune grande chambre calme avec bonne literie  deco moderne de l’accueil  excellent PdJ  parking très pratique sur réservation	emplacement petit-dejeuner calme ambiance parking jeune reservation moderne excellent grand deco quartier pratique chambre literie accueil centre sympa
n774	boutique	negatif	rien nous reviendrons pour un prochain séjour	revenir prochain sejour
